Major,Major Cluster,Major Subcluster,Academic Division,Degree Level,Graduation Year,Job Title,Job Function,Company,Industry Group,State
Economics,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,Sales Representative,Sales & Business Development,Microsoft,Technology & Software,MA
Biochemistry,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Research Assistant,Research & Science,Wayzata Public Schools,Education & Academia,TX
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2025,Case Manager,Nonprofit & Social Services,Osseo Area Schools,Education & Academia,NE
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Underwriter,Finance & Accounting,Accenture,Technology & Software,MN
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Financial Analyst,Finance & Accounting,Xcel Energy,Energy & Utilities,NY
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,Talent Acquisition Specialist,Human Resources,Mortenson,Construction / Engineering / Real Estate,MN
Digital Media Arts,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2025,Operations Analyst,Operations & Supply Chain,Boston Consulting Group,Professional Services & Consulting,TX
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Account Executive,Sales & Business Development,Ameriprise Financial,Financial Services & Insurance,NY
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Business Development Associate,Sales & Business Development,Boston Consulting Group,Professional Services & Consulting,CO
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Data Analyst,Data & Analytics,Mortenson,Construction / Engineering / Real Estate,NY
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Lab Technician,Research & Science,3M,Technology & Software,NE
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,PR Specialist,Marketing & Communications,General Mills,Retail & Consumer Products,NY
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Assistant Manager,Management & Leadership,Target,Retail & Consumer Products,SD
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Content Strategist,Marketing & Communications,Honeywell,Manufacturing & Industrial,MN
Economics,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2021,Assistant,Other,Kraus-Anderson,Construction / Engineering / Real Estate,IA
Philosophy,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2025,Benefits Analyst,Human Resources,McGough Construction,Construction / Engineering / Real Estate,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Account Executive,Sales & Business Development,Polaris,Manufacturing & Industrial,ND
Catholic Studies,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2019,HR Generalist,Human Resources,Osseo Area Schools,Education & Academia,IA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Paralegal,Legal,Boston Consulting Group,Professional Services & Consulting,IA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Procurement Specialist,Operations & Supply Chain,McGough Construction,Construction / Engineering / Real Estate,WI
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Account Executive,Sales & Business Development,Mortenson,Construction / Engineering / Real Estate,IL
Criminal Justice,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2019,Legal Assistant,Legal,City of Minneapolis,Government & Public Service,MN
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Scientist,Research & Science,Optum,Healthcare & Medical,IL
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Design Engineer,Engineering,Boston Consulting Group,Professional Services & Consulting,NE
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Underwriter,Finance & Accounting,PwC,Professional Services & Consulting,MA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Research Scientist,Research & Science,Wells Fargo,Financial Services & Insurance,GA
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Sales Representative,Sales & Business Development,RBC Wealth Management,Financial Services & Insurance,OH
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Operations Analyst,Operations & Supply Chain,Optum,Healthcare & Medical,NY
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Web Developer,Software & IT,Securian Financial,Financial Services & Insurance,CO
Nursing,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Analyst,Other,Hennepin County,Government & Public Service,WA
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Mechanical Engineer,Engineering,Toro Company,Manufacturing & Industrial,SD
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,DevOps Engineer,Software & IT,Honeywell,Manufacturing & Industrial,GA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Program Manager,Management & Leadership,Ryan Companies,Construction / Engineering / Real Estate,CA
Spanish Cultural/Literary St.,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2024,Multimedia Specialist,Design & Creative,St. Paul Public Schools,Education & Academia,IL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Project Manager,Management & Leadership,St. Paul Public Schools,Education & Academia,WI
Political Science,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,Multimedia Specialist,Design & Creative,KPMG,Financial Services & Insurance,WI
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2021,Social Worker,Nonprofit & Social Services,AmeriCorps,Government & Public Service,CO
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Teacher,Education & Teaching,Wells Fargo,Financial Services & Insurance,NE
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Systems Administrator,Software & IT,KPMG,Financial Services & Insurance,MN
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Management Consultant,Consulting & Advisory,Google,Technology & Software,MA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,IT Analyst,Software & IT,Optum,Healthcare & Medical,NE
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Physical Therapist,Healthcare & Clinical,Xcel Energy,Energy & Utilities,MN
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Content Strategist,Marketing & Communications,Mortenson,Construction / Engineering / Real Estate,NY
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,HR Coordinator,Human Resources,Fairview,Healthcare & Medical,ND
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2021,Executive Assistant,Administrative & Support,Wayzata Public Schools,Education & Academia,IL
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,Quantitative Analyst,Data & Analytics,University of St. Thomas,Education & Academia,WA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Systems Administrator,Software & IT,Mayo Clinic,Healthcare & Medical,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Program Manager,Management & Leadership,Land O'Lakes,Retail & Consumer Products,CA
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Legislative Aide,Government & Public Service,NextEra Energy,Energy & Utilities,SD
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Real Estate Analyst,Real Estate,NextEra Energy,Energy & Utilities,OH
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Strategy Analyst,Consulting & Advisory,EY,Professional Services & Consulting,NE
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Operations Director,Management & Leadership,Mortenson,Construction / Engineering / Real Estate,ND
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Supply Chain Coordinator,Operations & Supply Chain,Best Buy,Retail & Consumer Products,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Financial Analyst,Finance & Accounting,RBC Wealth Management,Financial Services & Insurance,TX
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Team Lead,Management & Leadership,Mortenson,Construction / Engineering / Real Estate,MN
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,IT Analyst,Software & IT,CBRE Group,Construction / Engineering / Real Estate,SD
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Operations Manager,Operations & Supply Chain,Target,Retail & Consumer Products,MN
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Sales Representative,Sales & Business Development,General Mills,Manufacturing & Industrial,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Program Manager,Management & Leadership,Target,Retail & Consumer Products,GA
Real Estate Studies,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Content Strategist,Marketing & Communications,Deloitte,Financial Services & Insurance,NY
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Tax Associate,Finance & Accounting,3M,Manufacturing & Industrial,TX
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,IT Analyst,Software & IT,Medtronic,Manufacturing & Industrial,FL
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Brand Manager,Marketing & Communications,Accenture,Professional Services & Consulting,MN
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2021,Program Coordinator,Nonprofit & Social Services,City of Minneapolis,Government & Public Service,GA
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Receptionist,Administrative & Support,Allina Health,Healthcare & Medical,MA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Team Lead,Management & Leadership,Deloitte,Professional Services & Consulting,MN
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,IT Analyst,Software & IT,IBM,Technology & Software,MN
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Scientist,Research & Science,Deloitte,Financial Services & Insurance,MN
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Operations Director,Management & Leadership,KPMG,Financial Services & Insurance,WI
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Program Manager,Management & Leadership,Ameriprise Financial,Financial Services & Insurance,NE
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Brand Manager,Marketing & Communications,Kraus-Anderson,Construction / Engineering / Real Estate,SD
Computer Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Business Intelligence Analyst,Data & Analytics,KPMG,Financial Services & Insurance,NY
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Business Development Associate,Sales & Business Development,Cargill,Manufacturing & Industrial,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Auditor,Finance & Accounting,CBRE Group,Construction / Engineering / Real Estate,OH
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Tax Associate,Finance & Accounting,CBRE Group,Construction / Engineering / Real Estate,IA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2020,Recruiter,Human Resources,Allina Health,Healthcare & Medical,OH
Environmental Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2024,Real Estate Analyst,Real Estate,Land O'Lakes,Retail & Consumer Products,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Scientist,Research & Science,Wells Fargo,Financial Services & Insurance,WA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,IT Analyst,Software & IT,Toro Company,Manufacturing & Industrial,MN
COJO Journalism,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2023,Consultant,Consulting & Advisory,KPMG,Professional Services & Consulting,MN
Educational Studies,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2023,Policy Analyst,Government & Public Service,UnitedHealth Group,Healthcare & Medical,MN
Communication Studies,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2023,HR Generalist,Human Resources,Target,Retail & Consumer Products,MN
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Case Manager,Nonprofit & Social Services,Best Buy,Retail & Consumer Products,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Real Estate Analyst,Real Estate,Deloitte,Financial Services & Insurance,FL
History,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,Coordinator,Other,Deloitte,Professional Services & Consulting,IL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Electrical Engineer,Engineering,Sleep Number,Retail & Consumer Products,MA
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Leasing Agent,Real Estate,IBM,Technology & Software,FL
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Design Engineer,Engineering,PwC,Professional Services & Consulting,MN
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,Estimator,Construction & Trades,Cargill,Manufacturing & Industrial,MN
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Assistant Manager,Management & Leadership,EY,Professional Services & Consulting,SD
Nursing,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Field Engineer,Construction & Trades,Optum,Healthcare & Medical,CO
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Tutor,Education & Teaching,Securian Financial,Financial Services & Insurance,IL
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Graphic Designer,Design & Creative,Sleep Number,Retail & Consumer Products,NE
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,City Planner,Government & Public Service,Toro Company,Manufacturing & Industrial,IL
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Benefits Analyst,Human Resources,US Bank,Financial Services & Insurance,MN
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2020,Analytics Consultant,Data & Analytics,CBRE Group,Construction / Engineering / Real Estate,IA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Account Manager,Sales & Business Development,Intel,Technology & Software,ND
